"Forbrug, disponibel indkomst og opsparing for husholdninger og NPISH,"
"sæsonkorrigeret efter prisenhed, transaktion og tid"

" "," ","1999K1","1999K2","1999K3","1999K4","2000K1","2000K2","2000K3","2000K4","2001K1","2001K2","2001K3","2001K4","2002K1","2002K2","2002K3","2002K4","2003K1","2003K2","2003K3","2003K4","2004K1","2004K2","2004K3","2004K4","2005K1","2005K2","2005K3","2005K4","2006K1","2006K2","2006K3","2006K4","2007K1","2007K2","2007K3","2007K4","2008K1","2008K2","2008K3","2008K4","2009K1","2009K2","2009K3","2009K4","2010K1","2010K2","2010K3","2010K4","2011K1","2011K2","2011K3","2011K4","2012K1","2012K2","2012K3","2012K4","2013K1","2013K2","2013K3","2013K4","2014K1","2014K2","2014K3","2014K4","2015K1","2015K2","2015K3","2015K4","2016K1","2016K2","2016K3","2016K4","2017K1","2017K2","2017K3","2017K4","2018K1","2018K2","2018K3","2018K4","2019K1","2019K2","2019K3","2019K4","2020K1","2020K2","2020K3","2020K4","2021K1","2021K2","2021K3","2021K4","2022K1","2022K2","2022K3","2022K4","2023K1","2023K2","2023K3","2023K4","2024K1","2024K2","2024K3","2024K4","2025K1","2025K2","2025K3","2025K4","2026K1"
"2020-priser, kædede værdier, (mia. kr.)"
" ","P.31 Udgifter til individuelt forbrug",206.0,203.3,205.1,205.2,205.4,206.0,206.1,205.0,205.9,208.2,207.1,205.5,208.7,208.2,210.9,211.0,209.2,210.9,213.0,216.6,217.5,219.0,223.9,230.5,226.2,231.5,234.3,233.4,237.9,240.0,235.3,237.9,240.3,240.2,242.8,246.0,246.1,247.2,243.6,234.3,232.2,234.8,235.1,234.1,237.7,235.7,236.9,238.2,235.2,238.2,238.6,238.8,237.4,238.5,238.1,240.2,241.7,242.3,242.3,242.2,239.5,241.4,242.2,243.2,242.4,244.5,248.7,249.8,252.7,254.0,254.1,256.9,259.3,260.2,260.6,265.1,269.6,272.5,271.6,270.8,274.0,274.4,275.2,280.1,272.9,262.5,274.1,280.3,270.1,287.2,292.6,301.0,280.8,284.1,282.3,278.5,278.2,276.2,272.6,275.5,276.0,278.9,279.4,281.0,282.8,283.3,285.8,287.2,288.9

